	Num	Sequence	Age	Class
6514	6515	00000000010000000000 00000000010000000000 00000000100000000000 00000000010000000000 00000000010000000000 00000000000000001000 00000000000001000000 00000000100000000000 00000000010000000000 00000000010000000000 00000000010000000000 00000000100000000000 00100000000000000000	22	0 0 0 0 0 0 0 1
6515	6516	00010000000000000000 01000000000000000000 00000000001000000000 00000000100000000000	23	0 0 0 0 0 0 0 1
6516	6517	00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00010000000000000000 00000000001000000000 01000000000000000000 00000100000000000000 00000000000001000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000100000000000	31	0 0 0 0 0 0 1 0
6517	6518	00000000001000000000 00000000000000010000 01000000000000000000 00000000000000000100 00000000000000000100 00000000000000000001 00000000000000000100 00000000001000000000 01000000000000000000 00000000000000000001 00000100000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000000100000000000 00000000000000000001 00100000000000000000	34	0 0 0 0 0 0 1 0
6518	6519	00010000000000000000 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000001000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000	24	0 0 0 0 0 0 0 1
6519	6520	00000000100000000000 00000000000000000001 00000000000001000000 00100000000000000000	21	0 0 0 0 0 0 0 1
6520	6521	00000000000000001000 00000000000000000100 00000000001000000000 01000000000000000000 00000000010000000000 00000000100000000000 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000100000000000	36	0 0 0 0 0 1 0 0
6521	6522	00010000000000000000 00000000000001000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000	22	0 0 0 0 0 0 0 1
6522	6523	00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000000000001000 00000000000000000100 00000000000000000001 00000000000001000000 01000000000000000000 00000100000000000000 00001000000000000000 00000001000000000000 00001000000000000000	28	0 0 0 0 0 0 1 0
6523	6524	00000000001000000000 01000000000000000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000100000000	64	0 0 0 1 0 0 0 0
6524	6525	00010000000000000000 00000000000010000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000000010000000 00000000000001000000 00000000100000000000 00000000000010000000 01000000000000000000 00000000000001000000 00000000100000000000 00000000010000000000 00000000010000000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000	60	0 0 0 1 0 0 0 0
6525	6526	01000000000000000000 00000000010000000000 00000000010000000000 00000000100000000000 00010000000000000000 00000100000000000000 00000001000000000000 00000000010000000000 01000000000000000000 00000000000000000100 00000000000000010000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000001000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000000100 00000000000010000000 00000000000001000000 00000000100000000000 00100000000000000000	51	0 0 0 0 1 0 0 0
6526	6527	00010000000000000000 00000001000000000000 00010000000000000000 00000000000001000000 00000000000000000010 00000000000000000001 00000000000000010000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000	31	0 0 0 0 0 0 1 0
6527	6528	00000000000001000000 00000000100000000000 00000000100000000000	27	0 0 0 0 0 0 1 0
6528	6529	00010000000000000000 01000000000000000000 00000000001000000000 00000000000000000100 01000000000000000000 00000000001000000000 00000000000000000001 00000000000000001000 00000000000000000001 00000000100000000000 00000000001000000000 01000000000000000000 00000100000000000000 00000000000001000000 01000000000000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000	30	0 0 0 0 0 0 1 0
6529	6530	00000100000000000000 00000100000000000000 00000000100000000000 00000000010000000000 00000000000000000100 00000000100000000000 00000000100000000000 00000100000000000000 00000000000001000000 00000000100000000000 00000000100000000000 00100000000000000000	19	0 0 0 0 0 0 0 1
6530	6531	00000000010000000000 00000000100000000000 00000000000001000000 00000100000000000000 00000000100000000000 00100000000000000000	47	0 0 0 0 1 0 0 0
6531	6532	00010000000000000000 00000000010000000000 00000000010000000000 00000000100000000000	32	0 0 0 0 0 0 1 0
6532	6533	00000000000000010000 00000000000000000001 00000000000001000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000100000000	24	0 0 0 0 0 0 0 1
6533	6534	00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000010000 00010000000000000000 00000000000001000000 00100000000000000000	26	0 0 0 0 0 0 1 0
6534	6535	00010000000000000000 00000000010000000000 00000000100000000000 00000000000001000000 01000000000000000000 00000000100000000000 01000000000000000000 00000000000010000000 10000000000000000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000100000000000 00001000000000000000	34	0 0 0 0 0 0 1 0
6535	6536	00000000010000000000 00000000100000000000 00000000000001000000 00001000000000000000 00000001000000000000 00001000000000000000 00000000100000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00000010000000000000 00000000010000000000 00100000000000000000	22	0 0 0 0 0 0 0 1
6536	6537	00000000000000000001 00000000000001000000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000000000001 00000000000001000000 01000000000000000000 00000000000000000010 00000000000001000000 00010000000000000000	31	0 0 0 0 0 0 1 0
6537	6538	00010000000000000000 00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000100000000000000	28	0 0 0 0 0 0 1 0
6538	6539	00000000000000100000 00000000100000000000 00000000010000000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000001000 00000000000001000000 00000000100000000000 00000000000001000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000001000 00000000000001000000 00000000100000000000 00000000000001000000 00001000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00100000000000000000	56	0 0 0 1 0 0 0 0
6539	6540	01000000000000000000 00000000000000000100 00000000000001000000 00000000000001000000 00000000000000000100 01000000000000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000000010000 00000000000001000000 00100000000000000000	51	0 0 0 0 1 0 0 0
6540	6541	00010000000000000000 00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000001000000 01000000000000000000 00000000000001000000 00000000100000000000	29	0 0 0 0 0 0 1 0
6541	6542	01000000000000000000 00000000000001000000 00000000000000001000 00000000000001000000 00001000000000000000 00000010000000000000 00000000000001000000 00000000100000000000 00000000000001000000	61	0 0 0 1 0 0 0 0
6542	6543	00010000000000000000 00000000001000000000 01000000000000000000	27	0 0 0 0 0 0 1 0
6543	6544	00000000000000000100 00000000000100000000 01000000000000000000 00000000000000000001 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00100000000000000000	47	0 0 0 0 1 0 0 0
6544	6545	00010000000000000000 00000000000000000010 00000000000010000000 01000000000000000000 00000000100000000000 00000000010000000000 00000000100000000000 00000100000000000000	24	0 0 0 0 0 0 0 1
6545	6546	00000000000000100000 00000000100000000000 00000000000000010000 01000000000000000000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000 00000000000000000001 00000000000001000000 00000000100000000000 00001000000000000000 00000001000000000000 00100000000000000000	28	0 0 0 0 0 0 1 0
6546	6547	00000000000000000010 00000000000000010000 00000000000001000000 00100000000000000000	33	0 0 0 0 0 0 1 0
6547	6548	00000000000001000000 00000000000001000000 00000000100000000000 00100000000000000000	30	0 0 0 0 0 0 1 0
6548	6549	00010000000000000000 01000000000000000000 00000000001000000000 00000000000000000100 00000000000000000100 00000000100000000000 00000100000000000000	22	0 0 0 0 0 0 0 1
6549	6550	00010000000000000000 00000000000001000000 00000000100000000000 00000000010000000000 00000000000001000000 00000000010000000000 01000000000000000000 00000000000001000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000010000000000 00000000100000000000 00000000010000000000 00000000000010000000 00000000000000000010 00000000000010000000 00000000000001000000 00000000100000000000 00000000000000000100 00000000000000000010 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000100000000000	26	0 0 0 0 0 0 1 0
6550	6551	00010000000000000000 01000000000000000000 00000000001000000000 00000000100000000000	30	0 0 0 0 0 0 1 0
6551	6552	00010000000000000000 00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000 00000000001000000000 01000000000000000000 00000000100000000000 01000000000000000000 00000000000000000001 00000000100000000000 00000000100000000000 00000000000000000100 01000000000000000000 00000000000000010000 00000000010000000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000001000000000 01000000000000000000 00000000100000000000 01000000000000000000 01000000000000000000 00000000100000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
6552	6553	00000000100000000000 00000000100000000000 00000000100000000000 00000000000000000100 00000000100000000000 00000000100000000000 00000000100000000000 00100000000000000000	27	0 0 0 0 0 0 1 0
6553	6554	00010000000000000000 00000001000000000000 00010000000000000000 00000000001000000000 01000000000000000000 00000000000001000000 00000000100000000000	29	0 0 0 0 0 0 1 0
6554	6555	00000000001000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000001000000000 01000000000000000000 00000000001000000000 00000000000000010000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000100000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00001000000000000000	34	0 0 0 0 0 0 1 0
